"director_id","genre","prob"
"1693","Romance","0.333333"
"1693","Short","0.666667"
"1695","Adventure","0.333333"
"1695","Comedy","0.333333"
"1695","Documentary","0.333333"
"1695","Family","0.333333"
"1697","Comedy","0.333333"
"1697","Drama","0.666667"
"1697","Short","0.333333"
"1698","Documentary","1"
"1698","Drama","0.5"
"1698","Family","0.5"
"1698","Short","0.5"
"1699","Fantasy","1"
"1699","Short","1"
"1700","Drama","1"
"1700","Short","1"
"1701","Comedy","1"
"1702","Documentary","0.5"
"1702","Drama","0.5"
"1702","Musical","0.5"
"1702","Romance","0.5"
"1704","Drama","1"
"1709","Drama","0.8"
"1709","Short","0.6"
"1711","Drama","1"
"1711","Short","1"
"1714","Comedy","0.5"
"1714","Drama","0.5"
"1714","Fantasy","0.25"
"1714","Romance","0.25"
"1714","Short","0.5"
"1716","Short","1"
"1717","Drama","0.5"
"1717","Horror","0.5"
"1717","Short","1"
"1718","Short","1"
"1719","Documentary","0.1"
"1719","Drama","0.35"
"1719","Family","0.05"
"1719","Short","0.6"
"1720","Short","1"
"1721","Drama","1"
"1721","Short","1"
"1723","Action","0.0416667"
"1723","Adventure","0.0416667"
"1723","Comedy","0.708333"
"1723","Drama","0.125"
"1723","Musical","0.208333"
"1723","War","0.0416667"
"1723","Western","0.0833333"
"1724","Comedy","1"
"1727","Drama","1"
"1728","Documentary","1"
"1729","Documentary","1"
"1730","Drama","0.8"
"1730","Family","0.2"
"1730","Music","0.2"
"1730","War","0.2"
"1731","Drama","0.666667"
"1731","Horror","0.333333"
"1731","Romance","0.166667"
"1731","Sci-Fi","0.166667"
"1731","Short","0.333333"
"1731","Thriller","0.833333"
"1736","Documentary","1"
"1736","Short","1"
"1737","Documentary","1"
"1738","Comedy","0.5"
"1738","Crime","0.5"
"1739","Comedy","1"
"1741","Drama","1"
"1741","Thriller","1"
"1742","Documentary","1"
"1742","Short","1"
"1743","Drama","1"
"1745","Documentary","1"
"1745","Musical","0.25"
"1745","Short","0.75"
"1746","Comedy","0.5"
"1746","Crime","0.5"
"1747","Action","1"
"1747","Animation","1"
"1747","Comedy","1"
"1748","Comedy","0.333333"
"1748","Short","0.666667"
"1750","Sci-Fi","1"
"1751","Crime","0.111111"
"1751","Documentary","0.555556"
"1751","Drama","0.222222"
"1751","Short","0.222222"
"1752","Comedy","1"
"1752","Family","1"
"1754","Documentary","1"
"1754","Short","1"
"1755","Comedy","0.333333"
"1755","Documentary","0.333333"
"1755","Drama","0.333333"
"1755","Romance","0.333333"
"1756","Short","1"
"1757","Short","1"
"1758","Short","1"
"1759","Drama","0.5"
"1759","Thriller","0.5"
"1760","Crime","1"
"1762","Drama","1"
"1763","Action","1"
"1763","Animation","1"
"1763","Horror","1"
"1763","Sci-Fi","1"
"1763","Thriller","1"
"1764","Drama","1"
"1766","Action","0.5"
"1766","Adventure","0.5"
"1766","Drama","0.5"
"1766","Sci-Fi","0.5"
"1766","Thriller","0.5"
"1766","War","0.5"
"1768","Drama","1"
"1769","Documentary","1"
"1771","Drama","1"
"1771","Short","1"
"1772","Drama","1"
"1773","Comedy","0.5"
"1773","Drama","0.5"
"1774","Action","0.333333"
"1774","Comedy","0.333333"
"1774","Drama","0.333333"
"1774","Romance","0.666667"
"1776","Animation","0.333333"
"1776","Short","1"
"1777","Short","1"
"1779","Animation","1"
"1779","Short","1"
"1780","Drama","1"
"1781","Crime","0.5"
"1781","Drama","0.5"
"1781","Thriller","0.5"
"1782","Documentary","0.5"
"1782","Drama","0.5"
"1783","Drama","1"
"1784","Comedy","1"
"1785","Documentary","1"
"1788","Documentary","1"
"1789","Short","1"
"1790","Drama","0.285714"
"1790","Short","0.714286"
"1791","Documentary","1"
"1793","Drama","1"
"1794","Action","0.333333"
"1794","Comedy","0.333333"
"1794","Crime","0.333333"
"1794","Drama","0.666667"
"1794","Short","0.333333"
"1796","Drama","1"
"1798","Documentary","1"
"1799","Documentary","1"
"1800","Short","1"
"1801","Documentary","0.25"
"1801","Drama","0.25"
"1801","Short","0.5"
"1802","Comedy","1"
"1802","Drama","1"
"1803","Documentary","1"
"1803","Short","1"
"1805","Documentary","1"
"1806","Animation","1"
"1807","Adventure","0.5"
"1807","Animation","1"
"1807","Fantasy","0.5"
"1807","War","0.5"
"1809","Short","1"
"1810","Documentary","0.5"
"1810","Music","1"
"1811","Music","1"
"1812","Comedy","0.333333"
"1812","Drama","0.666667"
"1813","Documentary","1"
"1813","Short","1"
"1815","Drama","1"
"1816","Comedy","0.6"
"1816","Sci-Fi","0.8"
"1817","Music","1"
"1818","Comedy","0.111111"
"1818","Documentary","0.777778"
"1818","Romance","0.111111"
"1818","Short","0.333333"
"1819","Short","1"
"1820","Drama","1"
"1820","Short","1"
"1822","Drama","1"
"1822","Fantasy","0.25"
"1822","Musical","0.25"
"1822","Romance","0.5"
"1823","Fantasy","1"
"1823","Sci-Fi","1"
"1824","Comedy","1"
"1824","Short","0.5"
"1825","Music","1"
"1826","Action","1"
"1826","Sci-Fi","1"
"1826","Short","1"
"1828","Animation","1"
"1829","Drama","1"
"1829","Short","1"
"1829","War","1"
"1830","Action","0.2"
"1830","Comedy","1"
"1830","Drama","0.2"
"1830","Family","0.2"
"1830","Fantasy","0.2"
"1831","Comedy","0.25"
"1831","Drama","0.125"
"1831","Music","0.125"
"1831","Musical","0.25"
"1831","Short","0.5"
"1831","Thriller","0.125"
"1831","Western","0.375"
"1832","Crime","0.333333"
"1832","Drama","0.333333"
"1832","Mystery","0.333333"
"1832","Romance","0.333333"
"1832","War","0.333333"
"1833","Short","1"
"1834","Documentary","1"
"1834","Short","1"
"1835","Comedy","0.25"
"1835","Crime","0.25"
"1835","Drama","1"
"1835","Romance","0.25"
"1836","Short","1"
"1837","Fantasy","1"
"1837","Horror","1"
"1839","Short","1"
"1841","Documentary","1"
"1841","Music","1"
"1842","Comedy","0.2"
"1842","Documentary","0.1"
"1842","Drama","0.6"
"1842","Musical","0.1"
"1842","Short","0.1"
"1842","War","0.2"
"1844","Documentary","1"
"1844","Short","1"
"1846","Action","0.166667"
"1846","Comedy","0.0833333"
"1846","Drama","0.333333"
"1846","Family","0.333333"
"1846","Musical","0.583333"
"1846","Romance","0.666667"
"1846","War","0.166667"
"1847","Comedy","1"
"1848","Action","0.333333"
"1848","Drama","0.583333"
"1848","Family","0.583333"
"1848","Musical","0.333333"
"1848","Romance","0.333333"
"1848","Thriller","0.0833333"
"1849","Action","0.5"
"1849","Romance","0.5"
"1849","Thriller","0.5"
"1850","Drama","1"
"1850","Romance","1"
"1851","Drama","1"
"1851","Family","1"
"1852","Drama","0.666667"
"1852","Family","0.333333"
"1852","Musical","0.333333"
"1852","Mystery","0.333333"
"1852","Romance","0.333333"
"1852","Thriller","0.333333"
"1853","Romance","1"
"1854","Action","0.888889"
"1854","Adventure","0.111111"
"1854","Crime","0.333333"
"1854","Drama","0.444444"
"1854","Thriller","0.333333"
"1856","Action","1"
"1857","Action","0.714286"
"1857","Drama","0.428571"
"1857","Family","0.285714"
"1857","Musical","0.142857"
"1857","Romance","0.428571"
"1858","Action","0.333333"
"1858","Comedy","0.25"
"1858","Crime","0.166667"
"1858","Drama","0.5"
"1858","Family","0.25"
"1858","Musical","0.666667"
"1858","Mystery","0.0833333"
"1858","Romance","0.5"
"1858","Thriller","0.416667"
"1859","Crime","0.5"
"1859","Drama","0.5"
"1859","Mystery","0.5"
"1864","Fantasy","1"
"1864","Horror","1"
"1864","Music","1"
"1866","Animation","1"
"1866","Short","1"
"1867","Documentary","1"
"1868","Documentary","1"
"1868","Short","1"
"1870","Drama","1"
"1871","Documentary","1"
"1871","Short","1"
"1872","Comedy","0.5"
"1872","Short","1"
"1873","Drama","1"
"1873","Short","1"
"1874","Animation","1"
"1874","Short","1"
"1875","Documentary","1"
"1877","Drama","1"
"1878","Documentary","1"
"1878","Short","0.333333"
"1879","Action","0.75"
"1879","Comedy","0.5"
"1879","Drama","0.5"
"1879","Fantasy","0.25"
"1879","Musical","0.25"
"1879","Mystery","0.25"
"1881","Documentary","1"
"1881","Short","1"
"1882","Comedy","0.5"
"1882","Crime","0.5"
"1882","Drama","1"
"1883","Music","1"
"1884","Comedy","0.5"
"1884","Drama","0.5"
"1884","Short","1"
"1885","Documentary","0.5"
"1885","Short","0.5"
"1886","Documentary","1"
"1886","Short","1"
"1888","Comedy","1"
"1890","Short","1"
"1891","Drama","1"
"1892","Adventure","0.5"
"1892","Drama","0.5"
"1893","Comedy","1"
"1893","Musical","1"
"1893","Romance","1"
"1894","Documentary","1"
"1895","Drama","1"
"1897","Comedy","0.461538"
"1897","Documentary","0.230769"
"1897","Drama","0.307692"
"1898","Comedy","0.5"
"1898","Drama","0.5"
"1898","Romance","0.5"
"1898","Short","0.5"
"1899","Documentary","1"
"1900","Short","1"
"1902","Comedy","0.428571"
"1902","Drama","0.857143"
"1902","Music","0.285714"
"1902","Romance","0.142857"
"1903","Action","0.5"
"1903","Crime","1"
"1904","Action","1"
"1904","Crime","1"
"1904","Drama","1"
"1905","Documentary","1"
"1908","Comedy","0.222222"
"1908","Family","0.666667"
"1908","War","0.111111"
"1911","Drama","0.5"
"1911","Horror","0.5"
"1911","Mystery","0.5"
"1911","Short","0.5"
"1912","Documentary","1"
"1913","Adventure","1"
"1914","Comedy","0.5"
"1914","Short","0.5"
"1915","Drama","1"
"1915","Short","1"
"1917","Documentary","1"
"1920","Short","1"
"1921","Comedy","0.25"
"1921","Documentary","0.125"
"1921","Drama","0.5"
"1921","Horror","0.125"
"1921","Musical","0.125"
"1921","Mystery","0.125"
"1921","Short","0.75"
"1921","Thriller","0.125"
"1922","Drama","1"
"1925","Adventure","0.153846"
"1925","Comedy","0.461538"
"1925","Crime","0.153846"
"1925","Drama","0.615385"
"1925","Family","0.153846"
"1925","Musical","0.0769231"
"1925","Romance","0.0769231"
"1925","War","0.153846"
"1926","Animation","1"
"1926","Comedy","1"
"1926","Horror","1"
"1926","Musical","1"
"1927","Short","1"
"1928","Short","1"
"1929","Documentary","1"
"1931","Documentary","0.5"
"1931","Drama","0.5"
"1931","Family","0.5"
"1932","Documentary","1"
"1934","Short","1"
"1935","Documentary","0.947368"
"1935","Drama","0.0526316"
"1936","Short","1"
"1939","Comedy","0.25"
"1939","Crime","0.5"
"1939","Documentary","0.25"
"1939","Drama","0.5"
"1939","Horror","0.25"
"1939","Sci-Fi","0.25"
"1939","Thriller","0.25"
"1940","Comedy","1"
"1940","Short","1"
"1941","Documentary","1"
"1943","Action","0.5"
"1943","Drama","1"
"1943","War","0.5"
"1945","Comedy","0.5"
"1945","Drama","0.5"
"1945","Horror","0.166667"
"1945","Mystery","0.166667"
"1945","Romance","0.333333"
"1945","Sci-Fi","0.333333"
"1945","Thriller","0.333333"
"1947","Animation","1"
"1947","Comedy","1"
"1947","Short","1"
"1949","Animation","1"
"1949","Short","1"
"1950","Musical","1"
"1950","Short","1"
"1952","Animation","1"
"1952","Comedy","1"
"1952","Sci-Fi","1"
"1952","Short","1"
"1953","Documentary","1"
"1954","Action","0.285714"
"1954","Adventure","0.142857"
"1954","Animation","0.142857"
"1954","Comedy","0.285714"
"1954","Documentary","0.285714"
"1954","Drama","0.285714"
"1954","Horror","0.142857"
"1954","Short","0.714286"
"1955","Comedy","1"
"1955","Short","1"
"1956","Animation","0.666667"
"1956","Short","1"
"1957","Sci-Fi","1"
"1958","Adventure","0.00874636"
"1958","Comedy","0.198251"
"1958","Crime","0.00291545"
"1958","Drama","0.0379009"
"1958","Romance","0.0116618"
"1958","Short","0.918367"
"1958","Western","0.769679"
"1961","Animation","1"
"1961","Comedy","1"
"1961","Family","1"
"1962","Comedy","1"
"1962","Drama","1"
"1963","Drama","1"
"1964","Drama","1"
"1966","Comedy","0.4"
"1966","Drama","1"
"1966","Romance","0.2"
"1967","Comedy","1"
"1967","Romance","1"
"1968","Comedy","1"
"1969","Animation","0.5"
"1969","Short","1"
"1972","Documentary","1"
"1974","Music","1"
"1977","Documentary","1"
"1979","Documentary","1"
"1981","Documentary","0.5"
"1981","Short","0.5"
"1984","Drama","1"
"1985","Animation","1"
"1985","Short","1"
"1986","Comedy","1"
"1986","Drama","1"
"1987","Action","0.833333"
"1987","Drama","0.333333"
"1987","Thriller","0.333333"
"1988","Short","1"
"1989","Horror","1"
"1990","Music","1"
"1991","Animation","1"
"1991","Short","1"
"1992","Music","1"
"1993","Comedy","0.148148"
"1993","Documentary","0.185185"
"1993","Drama","0.37037"
"1993","Musical","0.037037"
"1993","Short","0.518519"
"1994","Documentary","1"
"1994","Short","1"
"1995","Drama","1"
"1995","Musical","1"
"1996","Documentary","1"
"1997","Comedy","1"
"1999","Family","1"
"2000","Action","0.135135"
"2000","Adventure","0.189189"
"2000","Comedy","0.162162"
"2000","Crime","0.027027"
"2000","Drama","0.567568"
"2000","Family","0.0540541"
"2000","Fantasy","0.0540541"
"2000","Horror","0.0540541"
"2000","Mystery","0.0810811"
"2000","Romance","0.108108"
"2000","Sci-Fi","0.162162"
"2000","Thriller","0.27027"
"2000","War","0.135135"
"2000","Western","0.027027"
"2001","Documentary","1"
"2001","Short","1"
"2002","Short","1"
"2003","Documentary","1"
"2004","Documentary","1"
"2004","Short","1"
"2005","Comedy","1"
"2005","Drama","0.5"
"2005","Romance","0.5"
"2005","Sci-Fi","0.5"
"2006","Animation","1"
"2006","Family","1"
"2006","Fantasy","1"
"2006","Short","1"
"2007","Documentary","1"
"2007","Music","1"
"2007","Short","1"
"2008","Comedy","1"
"2008","Short","1"
"2009","Comedy","0.5"
"2009","Crime","0.1"
"2009","Drama","0.6"
"2009","Music","0.1"
"2009","Romance","0.1"
"2009","Short","0.6"
"2009","Thriller","0.1"
"2010","Action","0.625"
"2010","Adventure","0.125"
"2010","Drama","0.125"
"2010","Fantasy","0.125"
"2010","Horror","0.375"
"2010","Mystery","0.125"
"2010","Sci-Fi","0.625"
"2010","Short","0.125"
"2010","Thriller","0.625"
"2013","Short","1"
"2015","Comedy","0.333333"
"2015","Drama","0.666667"
"2016","Short","1"
"2017","Documentary","0.461538"
"2017","Short","1"
"2018","Documentary","1"
"2019","Drama","1"
"2019","Mystery","1"
"2020","Short","1"
"2021","Comedy","1"
"2023","Documentary","1"
"2023","Music","1"
"2024","Adventure","0.5"
"2024","Animation","1"
"2024","Comedy","0.25"
"2024","Family","0.25"
"2024","Fantasy","0.75"
"2025","Action","0.333333"
"2025","Drama","1"
"2025","Short","0.333333"
"2026","Comedy","1"
"2026","Drama","1"
"2026","Mystery","1"
"2027","Adventure","1"
"2027","Animation","1"
"2027","Family","1"
"2028","Comedy","1"
"2028","Drama","1"
"2029","Documentary","1"
"2031","Adventure","0.2"
"2031","Comedy","1"
"2031","Crime","0.2"
"2031","Drama","0.2"
"2031","Fantasy","0.2"
"2031","Romance","0.4"
"2031","Short","0.2"
"2032","Animation","1"
"2032","Comedy","1"
"2032","Short","1"
"2034","Drama","1"
"2034","Short","1"
"2036","Comedy","1"
"2037","Documentary","1"
"2038","Comedy","0.5"
"2038","Musical","0.5"
"2038","Short","0.5"
"2039","Short","1"
"2040","Short","1"
"2041","Comedy","1"
"2041","Short","1"
"2042","Short","1"
"2043","Documentary","1"
"2044","Comedy","0.333333"
"2044","Drama","1"
"2044","Romance","0.166667"
"2044","Thriller","0.166667"
"2045","Animation","0.5"
"2045","Family","0.5"
"2045","Short","1"
"2047","Documentary","1"
"2048","Drama","0.428571"
"2048","Romance","0.142857"
"2048","Short","0.571429"
"2049","Drama","1"
"2049","Romance","1"
"2050","Comedy","1"
"2051","Comedy","1"
"2051","Romance","1"
"2051","Short","1"
"2052","Documentary","1"
"2052","Short","0.25"
"2054","Drama","1"
"2056","Animation","1"
"2056","Short","1"
"2057","Drama","1"
"2057","Romance","1"
"2058","Short","1"
"2059","Documentary","1"
"2060","Action","1"
"2060","Animation","1"
"2062","Horror","1"
"2063","Animation","0.0714286"
"2063","Comedy","0.285714"
"2063","Crime","0.0714286"
"2063","Drama","0.571429"
"2063","Short","0.0714286"
"2063","Thriller","0.0714286"
"2064","Crime","0.25"
"2064","Drama","0.75"
"2064","Thriller","0.25"
"2065","Documentary","1"
"2065","Short","1"
"2066","Short","1"
"2067","Fantasy","1"
"2067","Short","1"
"2068","Drama","1"
"2068","Short","1"
"2069","Adventure","1"
"2070","Documentary","1"
"2072","Short","1"
"2074","Documentary","1"
"2075","Adventure","0.5"
"2075","Drama","0.5"
"2076","Animation","1"
"2077","Comedy","1"
"2077","Drama","1"
"2077","Musical","1"
"2078","Short","1"
"2079","Romance","1"
"2080","Short","1"
"2081","Short","1"
"2082","Documentary","1"
"2083","Horror","1"
"2083","Mystery","1"
"2083","Thriller","1"
"2084","Action","0.142857"
"2084","Adventure","0.285714"
"2084","Comedy","0.142857"
"2084","Documentary","0.142857"
"2084","Drama","0.285714"
"2084","Family","0.285714"
"2084","Mystery","0.142857"
"2084","Thriller","0.285714"
"2085","Comedy","1"
"2086","Documentary","1"
"2087","Comedy","1"
"2087","Drama","1"
"2090","Comedy","1"
"2090","Drama","1"
"2090","Short","1"
"2091","Documentary","0.666667"
"2091","Short","0.5"
"2092","Short","1"
"2093","Comedy","1"
"2093","Drama","1"
"2095","Documentary","1"
"2095","Short","0.714286"
"2097","Action","0.142857"
"2097","Comedy","0.285714"
"2097","Documentary","0.285714"
"2097","Drama","0.285714"
"2097","Mystery","0.142857"
"2097","Thriller","0.142857"
"2097","Western","0.142857"
"2098","Comedy","1"
"2099","Short","1"
"2100","Short","1"
"2101","Action","0.333333"
"2101","Crime","0.333333"
"2101","Horror","0.333333"
"2101","Thriller","0.666667"
"2102","Romance","1"
"2103","Drama","1"
"2104","Drama","0.5"
"2104","Short","0.5"
"2105","Drama","1"
"2106","Fantasy","1"
"2107","Adventure","0.166667"
"2107","Crime","0.333333"
"2107","Drama","0.5"
"2107","Mystery","0.166667"
"2107","Romance","0.166667"
"2107","Thriller","0.5"
"2108","Short","0.5"
"2108","Thriller","0.5"
"2109","Short","1"
"2110","Documentary","1"
"2111","Thriller","1"
"2112","Comedy","1"
"2113","Documentary","1"
"2113","Short","0.5"
"2115","Drama","1"
"2116","Comedy","0.571429"
"2116","Documentary","0.285714"
"2116","Drama","0.142857"
"2116","Short","0.142857"
"2118","Documentary","1"
"2118","Short","1"
"2120","Mystery","1"
"2122","Documentary","1"
"2124","Action","1"
"2125","Documentary","1"
"2127","Drama","1"
"2127","Short","1"
"2128","Comedy","0.590909"
"2128","Drama","0.0454545"
"2128","Romance","0.0909091"
"2128","Short","0.272727"
"2128","War","0.0454545"
"2128","Western","0.454545"
"2129","Comedy","1"
"2129","Drama","0.5"
"2129","Short","0.5"
"2130","Short","1"
"2131","Short","1"
"2133","Documentary","1"
"2133","Short","1"
"2134","Action","1"
"2134","Short","1"
"2137","Documentary","1"
"2139","Animation","1"
"2141","Animation","1"
"2141","Comedy","1"
"2141","Thriller","1"
"2142","Drama","1"
"2143","Short","1"
"2144","Short","1"
"2145","Comedy","0.75"
"2145","Documentary","0.25"
"2145","Short","0.25"
"2146","Comedy","0.2"
"2146","Documentary","0.2"
"2146","Drama","0.8"
"2146","Short","0.2"
"2147","Short","1"
"2148","Drama","0.666667"
"2148","Short","0.333333"
"2150","Documentary","1"
"2151","Drama","1"
"2151","War","0.5"
"2152","Comedy","0.25"
"2152","Documentary","0.25"
"2152","Drama","0.5"
"2152","Romance","0.25"
"2153","Drama","1"
"2154","Comedy","0.166667"
"2154","Crime","0.5"
"2154","Drama","0.5"
"2154","Mystery","0.166667"
"2156","Documentary","1"
"2156","Short","0.2"
"2158","Adventure","0.111111"
"2158","Comedy","0.666667"
"2158","Crime","0.111111"
"2158","Drama","0.111111"
"2158","Romance","0.111111"
"2158","War","0.111111"
"2159","Adventure","1"
"2159","Drama","0.5"
"2160","Documentary","1"
"2160","Music","1"
"2162","Action","1"
"2163","Documentary","1"
"2164","Western","1"
"2165","Crime","0.5"
"2165","Documentary","0.166667"
"2165","Drama","0.666667"
"2165","Mystery","0.166667"
"2165","Romance","0.166667"
"2167","Documentary","1"
"2168","Drama","1"
"2169","Action","0.111111"
"2169","Adventure","0.111111"
"2169","Comedy","0.444444"
"2169","Crime","0.333333"
"2169","Drama","0.444444"
"2169","Mystery","0.111111"
"2170","Short","1"
"2171","Short","1"
"2172","Drama","1"
"2173","Comedy","0.5"
"2173","Family","0.5"
"2175","Drama","1"
"2176","Adventure","0.333333"
"2176","Crime","0.333333"
"2176","Drama","0.666667"
"2177","Short","1"
"2178","Documentary","1"
"2178","Short","1"
"2179","Comedy","1"
"2179","Short","1"
"2180","Short","1"
"2182","Documentary","0.75"
"2182","Drama","0.25"
"2182","Short","0.5"
"2183","Documentary","1"
"2183","Short","1"
"2184","Fantasy","1"
"2184","Horror","1"
"2184","Romance","1"
"2185","Comedy","0.2"
"2185","Horror","0.6"
"2185","Romance","0.2"
"2185","Short","0.2"
"2185","Thriller","0.2"
"2187","Documentary","1"
"2187","Short","1"
"2188","Drama","0.666667"
"2188","Short","0.333333"
"2191","Horror","1"
"2192","Documentary","1"
"2192","Short","0.5"
"2193","Comedy","0.75"
"2193","Drama","0.25"
"2193","Short","0.875"
"2194","Short","1"
"2196","Documentary","0.5"
"2196","Drama","0.25"
"2196","Short","0.25"
"2196","Thriller","0.25"
"2197","Crime","1"
"2197","Drama","1"
"2198","Documentary","1"
"2199","Drama","1"
"2200","Drama","1"
"2200","Short","1"
"2202","Short","1"
"2203","Documentary","0.666667"
"2203","Short","0.666667"
"2204","Comedy","1"
"2204","Documentary","1"
"2207","Short","1"
"2208","Crime","1"
"2208","Drama","1"
"2209","Comedy","0.5"
"2209","Drama","0.5"
"2209","Family","0.5"
"2209","Romance","0.5"
"2210","Crime","0.4"
"2210","Drama","0.4"
"2210","Mystery","0.2"
"2210","Thriller","0.8"
"2211","Animation","0.2"
"2211","Comedy","0.4"
"2211","Drama","1"
"2211","Musical","0.2"
"2211","Romance","0.2"
"2211","War","0.2"
"2213","Comedy","0.5"
"2213","Documentary","0.5"
"2213","Short","0.25"
"2214","Documentary","0.2"
"2214","Drama","0.733333"
"2214","Romance","0.133333"
"2214","Short","0.2"
"2214","War","0.0666667"
"2216","Drama","1"
"2217","Comedy","0.5"
"2217","Drama","1"
"2218","Documentary","1"
"2218","Short","1"
"2219","Drama","1"
"2221","Music","0.5"
"2221","Short","0.5"
"2222","Short","1"
"2224","Drama","0.0909091"
"2224","Horror","0.0909091"
"2224","Short","1"
"2225","Short","1"
"2226","Comedy","1"
"2228","Drama","1"
"2228","Short","1"
"2229","Comedy","1"
"2230","Comedy","1"
"2235","Drama","1"
"2235","Short","1"
"2237","Documentary","1"
"2238","Documentary","1"
"2240","Adventure","0.5"
"2240","Crime","0.5"
"2240","Short","0.5"
"2240","Thriller","0.5"
"2241","Documentary","0.5"
"2241","Short","0.5"
"2242","Action","1"
"2243","Adventure","1"
"2244","Documentary","1"
"2244","Short","1"
"2247","Drama","1"
"2248","Thriller","1"
"2250","Documentary","1"
"2250","Drama","1"
"2250","Short","1"
"2251","Family","1"
"2254","Short","1"
"2255","Animation","0.666667"
"2255","Short","1"
"2256","Animation","1"
"2256","Short","1"
"2257","Comedy","0.5"
"2257","Drama","0.5"
"2257","Horror","0.25"
"2257","Short","0.25"
"2258","Action","1"
"2258","Comedy","1"
"2258","Drama","1"
"2259","Documentary","0.666667"
"2259","Short","0.333333"
"2260","Drama","1"
"2262","Crime","1"
"2262","Drama","1"
"2263","Drama","1"
"2264","Documentary","0.5"
"2264","Thriller","0.5"
"2265","Drama","1"
"2266","Documentary","1"
"2268","Documentary","1"
"2268","Short","1"
"2269","Documentary","1"
"2269","Short","1"
"2270","Drama","1"
"2271","Family","1"
"2272","Short","1"
"2274","Action","0.0681818"
"2274","Adventure","0.295455"
"2274","Comedy","0.431818"
"2274","Crime","0.113636"
"2274","Drama","0.454545"
"2274","Family","0.136364"
"2274","Fantasy","0.0454545"
"2274","Musical","0.0454545"
"2274","Romance","0.0681818"
"2274","Thriller","0.0454545"
"2274","War","0.0454545"
"2275","Drama","1"
"2276","Documentary","1"
"2277","Action","0.1"
"2277","Adventure","0.5"
"2277","Comedy","0.1"
"2277","Crime","0.1"
"2277","Drama","0.7"
"2277","Family","0.2"
"2277","Fantasy","0.1"
"2277","Mystery","0.1"
"2277","Romance","0.3"
"2277","Short","0.1"
"2277","Thriller","0.2"
"2277","War","0.2"
"2280","Comedy","1"
"2281","Adventure","0.142857"
"2281","Comedy","0.142857"
"2281","Drama","0.571429"
"2281","Musical","0.142857"
"2281","Romance","0.142857"
"2281","War","0.142857"
"2282","Comedy","0.2"
"2282","Drama","0.8"
"2282","Romance","0.2"
"2282","Short","0.4"
"2283","Short","1"
"2285","Action","0.166667"
"2285","Drama","0.333333"
"2285","Family","0.166667"
"2285","Horror","0.5"
"2285","Mystery","0.166667"
"2285","Short","0.166667"
"2285","Thriller","0.166667"
"2286","Documentary","1"
"2287","Action","1"
"2287","Adventure","1"
"2287","Fantasy","1"
"2288","Action","0.5"
"2288","Animation","0.666667"
"2288","Comedy","0.166667"
"2288","Drama","0.333333"
"2288","Fantasy","0.166667"
"2288","Sci-Fi","0.333333"
"2288","Short","0.333333"
"2289","Animation","1"
"2289","Fantasy","0.5"
"2289","Horror","0.5"
"2290","Action","1"
"2290","Comedy","1"
"2290","Short","1"
"2295","Short","1"
"2296","Drama","1"
"2296","Romance","1"
"2297","Documentary","1"
"2297","Short","1"
"2298","Comedy","1"
"2298","Drama","1"
"2298","Fantasy","1"
"2300","Horror","1"
"2300","Short","1"
"2301","Drama","1"
"2303","Action","0.833333"
"2303","Drama","0.166667"
"2303","Horror","0.166667"
"2303","Mystery","0.166667"
"2303","Sci-Fi","0.166667"
"2303","Thriller","0.333333"
"2304","Comedy","1"
"2304","Short","1"
"2305","Musical","1"
"2305","Short","1"
"2306","Comedy","1"
"2307","Action","0.333333"
"2307","Adventure","0.333333"
"2307","Drama","0.666667"
"2307","Romance","0.333333"
"2310","Animation","1"
"2310","Short","1"
"2311","Animation","1"
"2311","Short","1"
"2312","Drama","1"
"2313","Comedy","0.0909091"
"2313","Crime","0.181818"
"2313","Drama","1"
"2313","Romance","0.0909091"
"2313","Thriller","0.181818"
"2314","Documentary","1"
"2314","Short","1"
"2315","Comedy","0.25"
"2315","Drama","0.75"
"2315","Short","0.25"
"2316","Fantasy","1"
"2316","Mystery","1"
"2316","Short","1"
"2318","Short","0.666667"
"2318","Thriller","0.333333"
"2322","Action","1"
"2322","Comedy","1"
"2322","Short","1"
"2323","Drama","1"
"2323","Short","0.5"
"2324","Documentary","1"
"2325","Drama","1"
"2325","Music","0.2"
"2325","Romance","0.4"
"2325","War","0.2"
"2326","Action","0.0444444"
"2326","Adventure","0.0444444"
"2326","Comedy","0.755556"
"2326","Drama","0.177778"
"2326","Music","0.0444444"
"2326","Musical","0.111111"
"2326","Romance","0.0888889"
"2326","Thriller","0.0444444"
"2326","Western","0.0222222"
"2327","Comedy","1"
"2327","Short","1"
"2328","Action","1"
"2328","Comedy","1"
"2328","Short","1"
"2329","Documentary","1"
"2329","Short","1"
"2330","Documentary","1"
"2331","Comedy","1"
"2331","Drama","1"
"2332","Action","0.0769231"
"2332","Comedy","0.923077"
"2332","Drama","0.615385"
"2332","Family","0.0769231"
"2332","Fantasy","0.0769231"
"2332","Musical","0.0769231"
"2332","Mystery","0.0769231"
"2332","Romance","0.384615"
"2332","Thriller","0.0769231"
"2333","Documentary","1"
"2333","Short","1"
"2335","Documentary","1"
"2335","Short","1"
"2337","Horror","0.5"
"2337","Short","1"
"2339","Comedy","0.5"
"2339","Drama","0.5"
"2339","Romance","0.333333"
"2339","Thriller","0.166667"
"2339","Western","0.166667"
"2340","Horror","1"
"2341","Horror","1"
